Group1: strain_1|MBOGGBJL_00270 strain_1|MBOGGBJL_00480 strain_1|MBOGGBJL_03108 strain_1|MBOGGBJL_03641 strain_1|MBOGGBJL_01180 strain_1|MBOGGBJL_00408 strain_1|MBOGGBJL_03801 strain_1|MBOGGBJL_03173 strain_1|MBOGGBJL_03052 strain_1|MBOGGBJL_00467 strain_1|MBOGGBJL_02937 strain_1|MBOGGBJL_01854 strain_1|MBOGGBJL_00657 strain_1|MBOGGBJL_01998 strain_1|MBOGGBJL_03527 strain_1|MBOGGBJL_03715 strain_1|MBOGGBJL_01980 strain_1|MBOGGBJL_03528 strain_1|MBOGGBJL_01997 strain_1|MBOGGBJL_02828
Group2: strain_1|MBOGGBJL_00606 strain_1|MBOGGBJL_02577 strain_2|NIKFMFAN_03928 strain_2|NIKFMFAN_04079
Group3: strain_1|MBOGGBJL_03996 strain_1|MBOGGBJL_04008 strain_1|MBOGGBJL_04007 strain_2|NIKFMFAN_04061
Group4: strain_2|NIKFMFAN_02317 strain_2|NIKFMFAN_02336 strain_1|MBOGGBJL_03521
Group5: strain_2|NIKFMFAN_03620 strain_2|NIKFMFAN_04136 strain_1|MBOGGBJL_01329
Group6: strain_2|NIKFMFAN_03936 strain_2|NIKFMFAN_04016 strain_1|MBOGGBJL_00598
Group7: strain_1|MBOGGBJL_00576 strain_1|MBOGGBJL_02556 strain_2|NIKFMFAN_02850
Group8: strain_1|MBOGGBJL_00578 strain_1|MBOGGBJL_02558 strain_2|NIKFMFAN_02851
Group9: strain_1|MBOGGBJL_00579 strain_1|MBOGGBJL_02559 strain_2|NIKFMFAN_02852
Group10: strain_1|MBOGGBJL_00586 strain_1|MBOGGBJL_02562 strain_2|NIKFMFAN_02855
Group11: strain_1|MBOGGBJL_00588 strain_1|MBOGGBJL_02565 strain_2|NIKFMFAN_02857
Group12: strain_1|MBOGGBJL_01413 strain_1|MBOGGBJL_01414 strain_2|NIKFMFAN_01580
Group13: strain_1|MBOGGBJL_01893 strain_1|MBOGGBJL_01894 strain_2|NIKFMFAN_03248
Group14: strain_1|MBOGGBJL_02830 strain_1|MBOGGBJL_02833 strain_2|NIKFMFAN_04118
Group15: strain_1|MBOGGBJL_04010 strain_1|MBOGGBJL_04011 strain_2|NIKFMFAN_04058
Group16: strain_1|MBOGGBJL_00611 strain_1|MBOGGBJL_02582 strain_2|NIKFMFAN_04033
Group17: strain_1|MBOGGBJL_00407 strain_2|NIKFMFAN_01223 strain_1|MBOGGBJL_00409
Group18: strain_1|MBOGGBJL_02849 strain_2|NIKFMFAN_02989 strain_2|NIKFMFAN_02988
Group19: strain_2|NIKFMFAN_03939 strain_2|NIKFMFAN_04018
Group317: strain_1|MBOGGBJL_00304 strain_2|NIKFMFAN_01119
Group318: strain_1|MBOGGBJL_00305 strain_2|NIKFMFAN_01120
Group319: strain_1|MBOGGBJL_00306 strain_2|NIKFMFAN_01121
Group320: strain_1|MBOGGBJL_00307 strain_2|NIKFMFAN_01122
Group321: strain_1|MBOGGBJL_00308 strain_2|NIKFMFAN_01123
Group322: strain_1|MBOGGBJL_00309 strain_2|NIKFMFAN_01124
Group323: strain_1|MBOGGBJL_00310 strain_2|NIKFMFAN_01125
Group324: strain_1|MBOGGBJL_00311 strain_2|NIKFMFAN_01126
Group325: strain_1|MBOGGBJL_00312 strain_2|NIKFMFAN_01127
Group326: strain_1|MBOGGBJL_00313 strain_2|NIKFMFAN_01128
Group327: strain_1|MBOGGBJL_00314 strain_2|NIKFMFAN_01129
Group328: strain_1|MBOGGBJL_00315 strain_2|NIKFMFAN_01130
Group329: strain_1|MBOGGBJL_00316 strain_2|NIKFMFAN_01131
Group330: strain_1|MBOGGBJL_00317 strain_2|NIKFMFAN_01132
Group331: strain_1|MBOGGBJL_00318 strain_2|NIKFMFAN_01133
Group332: strain_1|MBOGGBJL_00319 strain_2|NIKFMFAN_01134
Group333: strain_1|MBOGGBJL_00320 strain_2|NIKFMFAN_01135
Group334: strain_1|MBOGGBJL_00321 strain_2|NIKFMFAN_01136
Group335: strain_1|MBOGGBJL_00322 strain_2|NIKFMFAN_01137
Group336: strain_1|MBOGGBJL_00323 strain_2|NIKFMFAN_01138
Group337: strain_1|MBOGGBJL_00324 strain_2|NIKFMFAN_01139
Group338: strain_1|MBOGGBJL_00325 strain_2|NIKFMFAN_01140
Group339: strain_1|MBOGGBJL_00326 strain_2|NIKFMFAN_01141
Group340: strain_1|MBOGGBJL_00327 strain_2|NIKFMFAN_01142
Group341: strain_1|MBOGGBJL_00328 strain_2|NIKFMFAN_01143
Group342: strain_1|MBOGGBJL_00329 strain_2|NIKFMFAN_01144
Group343: strain_1|MBOGGBJL_00330 strain_2|NIKFMFAN_01145
Group344: strain_1|MBOGGBJL_00331 strain_2|NIKFMFAN_01146
Group345: strain_1|MBOGGBJL_00332 strain_2|NIKFMFAN_01147
Group346: strain_1|MBOGGBJL_00333 strain_2|NIKFMFAN_01148
Group347: strain_1|MBOGGBJL_00334 strain_2|NIKFMFAN_01149
Group348: strain_1|MBOGGBJL_00335 strain_2|NIKFMFAN_01150
Group349: strain_1|MBOGGBJL_00336 strain_2|NIKFMFAN_01151
Group350: strain_1|MBOGGBJL_00337 strain_2|NIKFMFAN_01152
Group351: strain_1|MBOGGBJL_00338 strain_2|NIKFMFAN_01153
Group352: strain_1|MBOGGBJL_00339 strain_2|NIKFMFAN_01154
Group353: strain_1|MBOGGBJL_00340 strain_2|NIKFMFAN_01155
Group354: strain_1|MBOGGBJL_00341 strain_2|NIKFMFAN_01156
Group355: strain_1|MBOGGBJL_00342 strain_2|NIKFMFAN_01157
Group356: strain_1|MBOGGBJL_00343 strain_2|NIKFMFAN_01158
Group357: strain_1|MBOGGBJL_00344 strain_2|NIKFMFAN_01159
Group358: strain_1|MBOGGBJL_00345 strain_2|NIKFMFAN_01160
Group359: strain_1|MBOGGBJL_00346 strain_2|NIKFMFAN_01161
Group360: strain_1|MBOGGBJL_00347 strain_2|NIKFMFAN_01162
Group361: strain_1|MBOGGBJL_00348 strain_2|NIKFMFAN_01163
Group362: strain_1|MBOGGBJL_00349 strain_2|NIKFMFAN_01164
Group363: strain_1|MBOGGBJL_00350 strain_2|NIKFMFAN_01165
Group364: strain_1|MBOGGBJL_00351 strain_2|NIKFMFAN_01166
Group365: strain_1|MBOGGBJL_00352 strain_2|NIKFMFAN_01167
Group366: strain_1|MBOGGBJL_00353 strain_2|NIKFMFAN_01168
Group367: strain_1|MBOGGBJL_00354 strain_2|NIKFMFAN_01169
Group368: strain_1|MBOGGBJL_00355 strain_2|NIKFMFAN_01170
Group369: strain_1|MBOGGBJL_00356 strain_2|NIKFMFAN_01171
Group370: strain_1|MBOGGBJL_00357 strain_2|NIKFMFAN_01172
Group371: strain_1|MBOGGBJL_00358 strain_2|NIKFMFAN_01173
Group372: strain_1|MBOGGBJL_00359 strain_2|NIKFMFAN_01174
Group373: strain_1|MBOGGBJL_00360 strain_2|NIKFMFAN_01175
Group374: strain_1|MBOGGBJL_00361 strain_2|NIKFMFAN_01176
Group375: strain_1|MBOGGBJL_00362 strain_2|NIKFMFAN_01177
Group376: strain_1|MBOGGBJL_00363 strain_2|NIKFMFAN_01178
Group377: strain_1|MBOGGBJL_00364 strain_2|NIKFMFAN_01179
Group378: strain_1|MBOGGBJL_00365 strain_2|NIKFMFAN_01180
Group379: strain_1|MBOGGBJL_00366 strain_2|NIKFMFAN_01181
Group380: strain_1|MBOGGBJL_00367 strain_2|NIKFMFAN_01182
Group381: strain_1|MBOGGBJL_00368 strain_2|NIKFMFAN_01183
Group382: strain_1|MBOGGBJL_00369 strain_2|NIKFMFAN_01184
Group383: strain_1|MBOGGBJL_00370 strain_2|NIKFMFAN_01185
Group384: strain_1|MBOGGBJL_00371 strain_2|NIKFMFAN_01186
Group385: strain_1|MBOGGBJL_00372 strain_2|NIKFMFAN_01187
Group386: strain_1|MBOGGBJL_00373 strain_2|NIKFMFAN_01188
Group387: strain_1|MBOGGBJL_00374 strain_2|NIKFMFAN_01189
Group388: strain_1|MBOGGBJL_00375 strain_2|NIKFMFAN_01190
Group389: strain_1|MBOGGBJL_00376 strain_2|NIKFMFAN_01191
Group390: strain_1|MBOGGBJL_00377 strain_2|NIKFMFAN_01192
Group391: strain_1|MBOGGBJL_00378 strain_2|NIKFMFAN_01193
Group392: strain_1|MBOGGBJL_00379 strain_2|NIKFMFAN_01194
Group393: strain_1|MBOGGBJL_00380 strain_2|NIKFMFAN_01195
Group394: strain_1|MBOGGBJL_00381 strain_2|NIKFMFAN_01196
Group395: strain_1|MBOGGBJL_00382 strain_2|NIKFMFAN_01198
Group396: strain_1|MBOGGBJL_00383 strain_2|NIKFMFAN_01199
Group397: strain_1|MBOGGBJL_00384 strain_2|NIKFMFAN_01200
Group398: strain_1|MBOGGBJL_00385 strain_2|NIKFMFAN_01201
Group399: strain_1|MBOGGBJL_00386 strain_2|NIKFMFAN_01202
Group400: strain_1|MBOGGBJL_00387 strain_2|NIKFMFAN_01203
Group401: strain_1|MBOGGBJL_00388 strain_2|NIKFMFAN_01204
Group402: strain_1|MBOGGBJL_00389 strain_2|NIKFMFAN_01205
Group403: strain_1|MBOGGBJL_00390 strain_2|NIKFMFAN_01206
Group404: strain_1|MBOGGBJL_00391 strain_2|NIKFMFAN_01207
Group405: strain_1|MBOGGBJL_00392 strain_2|NIKFMFAN_01208
Group406: strain_1|MBOGGBJL_00393 strain_2|NIKFMFAN_01209
Group407: strain_1|MBOGGBJL_00394 strain_2|NIKFMFAN_01210
Group408: strain_1|MBOGGBJL_00395 strain_2|NIKFMFAN_01211
Group409: strain_1|MBOGGBJL_00396 strain_2|NIKFMFAN_01212
Group410: strain_1|MBOGGBJL_00397 strain_2|NIKFMFAN_01213
Group411: strain_1|MBOGGBJL_00399 strain_2|NIKFMFAN_01215
Group412: strain_1|MBOGGBJL_00400 strain_2|NIKFMFAN_01216
Group413: strain_1|MBOGGBJL_00401 strain_2|NIKFMFAN_01217
Group414: strain_1|MBOGGBJL_00402 strain_2|NIKFMFAN_01218
Group415: strain_1|MBOGGBJL_00403 strain_2|NIKFMFAN_01219
Group416: strain_1|MBOGGBJL_00404 strain_2|NIKFMFAN_01220
Group417: strain_1|MBOGGBJL_00405 strain_2|NIKFMFAN_01221
Group418: strain_1|MBOGGBJL_00406 strain_2|NIKFMFAN_01222
Group419: strain_1|MBOGGBJL_00410 strain_2|NIKFMFAN_01224
Group420: strain_1|MBOGGBJL_00411 strain_2|NIKFMFAN_01225
Group421: strain_1|MBOGGBJL_00412 strain_2|NIKFMFAN_01226
Group422: strain_1|MBOGGBJL_00413 strain_2|NIKFMFAN_01227
Group423: strain_1|MBOGGBJL_00414 strain_2|NIKFMFAN_01228
Group424: strain_1|MBOGGBJL_00415 strain_2|NIKFMFAN_01229
Group425: strain_1|MBOGGBJL_00416 strain_2|NIKFMFAN_01230
Group426: strain_1|MBOGGBJL_00417 strain_2|NIKFMFAN_01231
Group427: strain_1|MBOGGBJL_00418 strain_2|NIKFMFAN_01232
Group428: strain_1|MBOGGBJL_00419 strain_2|NIKFMFAN_01233
Group429: strain_1|MBOGGBJL_00420 strain_2|NIKFMFAN_01234
Group430: strain_1|MBOGGBJL_00421 strain_2|NIKFMFAN_01235
Group431: strain_1|MBOGGBJL_00422 strain_2|NIKFMFAN_01236
Group432: strain_1|MBOGGBJL_00423 strain_2|NIKFMFAN_01237
Group433: strain_1|MBOGGBJL_00424 strain_2|NIKFMFAN_01238
Group434: strain_1|MBOGGBJL_00425 strain_2|NIKFMFAN_01239
Group435: strain_1|MBOGGBJL_00426 strain_2|NIKFMFAN_01240
Group436: strain_1|MBOGGBJL_00427 strain_2|NIKFMFAN_01241
Group437: strain_1|MBOGGBJL_00428 strain_2|NIKFMFAN_01242
Group438: strain_1|MBOGGBJL_00429 strain_2|NIKFMFAN_01243
Group439: strain_1|MBOGGBJL_00430 strain_2|NIKFMFAN_01244
Group440: strain_1|MBOGGBJL_00431 strain_2|NIKFMFAN_01245
Group441: strain_1|MBOGGBJL_00432 strain_2|NIKFMFAN_01246
Group442: strain_1|MBOGGBJL_00433 strain_2|NIKFMFAN_01247
Group443: strain_1|MBOGGBJL_00434 strain_2|NIKFMFAN_01248
Group444: strain_1|MBOGGBJL_00435 strain_2|NIKFMFAN_01249
Group445: strain_1|MBOGGBJL_00436 strain_2|NIKFMFAN_01250
Group446: strain_1|MBOGGBJL_00437 strain_2|NIKFMFAN_01251
Group447: strain_1|MBOGGBJL_00438 strain_2|NIKFMFAN_01252
Group448: strain_1|MBOGGBJL_00439 strain_2|NIKFMFAN_01253
Group449: strain_1|MBOGGBJL_00440 strain_2|NIKFMFAN_01254
Group450: strain_1|MBOGGBJL_00441 strain_2|NIKFMFAN_01255
Group451: strain_1|MBOGGBJL_00442 strain_2|NIKFMFAN_01256
Group452: strain_1|MBOGGBJL_00443 strain_2|NIKFMFAN_01257
Group453: strain_1|MBOGGBJL_00444 strain_2|NIKFMFAN_01258
Group454: strain_1|MBOGGBJL_00445 strain_2|NIKFMFAN_01259
Group455: strain_1|MBOGGBJL_00446 strain_2|NIKFMFAN_01260
Group456: strain_1|MBOGGBJL_00447 strain_2|NIKFMFAN_01261
Group457: strain_1|MBOGGBJL_00448 strain_2|NIKFMFAN_01262
Group458: strain_1|MBOGGBJL_00449 strain_2|NIKFMFAN_01263
Group459: strain_1|MBOGGBJL_00450 strain_2|NIKFMFAN_01264
Group460: strain_1|MBOGGBJL_00451 strain_2|NIKFMFAN_01265
Group461: strain_1|MBOGGBJL_00452 strain_2|NIKFMFAN_01266
Group462: strain_1|MBOGGBJL_00453 strain_2|NIKFMFAN_01267
Group463: strain_1|MBOGGBJL_00454 strain_2|NIKFMFAN_01268
Group464: strain_1|MBOGGBJL_00455 strain_2|NIKFMFAN_01269
Group465: strain_1|MBOGGBJL_00456 strain_2|NIKFMFAN_01270
Group466: strain_1|MBOGGBJL_00457 strain_2|NIKFMFAN_01271
Group467: strain_1|MBOGGBJL_00458 strain_2|NIKFMFAN_01272
Group468: strain_1|MBOGGBJL_00459 strain_2|NIKFMFAN_01273
Group469: strain_1|MBOGGBJL_00460 strain_2|NIKFMFAN_01274
Group470: strain_1|MBOGGBJL_00461 strain_2|NIKFMFAN_01275
Group471: strain_1|MBOGGBJL_00462 strain_2|NIKFMFAN_01276
Group472: strain_1|MBOGGBJL_00463 strain_2|NIKFMFAN_01277
Group473: strain_1|MBOGGBJL_00464 strain_2|NIKFMFAN_01278
Group474: strain_1|MBOGGBJL_00465 strain_2|NIKFMFAN_01279
Group475: strain_1|MBOGGBJL_00466 strain_2|NIKFMFAN_01280
Group476: strain_1|MBOGGBJL_00469 strain_2|NIKFMFAN_02743
Group477: strain_1|MBOGGBJL_00470 strain_2|NIKFMFAN_02744
Group478: strain_1|MBOGGBJL_00471 strain_2|NIKFMFAN_02745
Group479: strain_1|MBOGGBJL_00472 strain_2|NIKFMFAN_02746
Group480: strain_1|MBOGGBJL_00473 strain_2|NIKFMFAN_02747
Group481: strain_1|MBOGGBJL_00474 strain_2|NIKFMFAN_02748
Group482: strain_1|MBOGGBJL_00475 strain_2|NIKFMFAN_02749
Group483: strain_1|MBOGGBJL_00476 strain_2|NIKFMFAN_02750
Group484: strain_1|MBOGGBJL_00477 strain_2|NIKFMFAN_02751
Group485: strain_1|MBOGGBJL_00478 strain_2|NIKFMFAN_02752
Group486: strain_1|MBOGGBJL_00481 strain_2|NIKFMFAN_02753
Group487: strain_1|MBOGGBJL_00482 strain_2|NIKFMFAN_02754
Group488: strain_1|MBOGGBJL_00483 strain_2|NIKFMFAN_02755
Group489: strain_1|MBOGGBJL_00484 strain_2|NIKFMFAN_02756
Group490: strain_1|MBOGGBJL_00485 strain_2|NIKFMFAN_02757
Group491: strain_1|MBOGGBJL_00486 strain_2|NIKFMFAN_02758
Group492: strain_1|MBOGGBJL_00487 strain_2|NIKFMFAN_02759
Group493: strain_1|MBOGGBJL_00488 strain_2|NIKFMFAN_02760
Group494: strain_1|MBOGGBJL_00489 strain_2|NIKFMFAN_02761
Group495: strain_1|MBOGGBJL_00490 strain_2|NIKFMFAN_02762
Group496: strain_1|MBOGGBJL_00491 strain_2|NIKFMFAN_02763
Group497: strain_1|MBOGGBJL_00492 strain_2|NIKFMFAN_02764
Group498: strain_1|MBOGGBJL_00493 strain_2|NIKFMFAN_02765
Group499: strain_1|MBOGGBJL_00494 strain_2|NIKFMFAN_02766
Group500: strain_1|MBOGGBJL_00495 strain_2|NIKFMFAN_02767
Group501: strain_1|MBOGGBJL_00496 strain_2|NIKFMFAN_02768
Group502: strain_1|MBOGGBJL_00497 strain_2|NIKFMFAN_02769
Group503: strain_1|MBOGGBJL_00498 strain_2|NIKFMFAN_02770
Group504: strain_1|MBOGGBJL_00499 strain_2|NIKFMFAN_02771
Group505: strain_1|MBOGGBJL_00500 strain_2|NIKFMFAN_02772
Group506: strain_1|MBOGGBJL_00501 strain_2|NIKFMFAN_02773
Group507: strain_1|MBOGGBJL_00502 strain_2|NIKFMFAN_02774
Group508: strain_1|MBOGGBJL_00504 strain_2|NIKFMFAN_02776
Group509: strain_1|MBOGGBJL_00505 strain_2|NIKFMFAN_02777
Group510: strain_1|MBOGGBJL_00506 strain_2|NIKFMFAN_02778
Group511: strain_1|MBOGGBJL_00507 strain_2|NIKFMFAN_02779
Group512: strain_1|MBOGGBJL_00508 strain_2|NIKFMFAN_02780
Group513: strain_1|MBOGGBJL_00509 strain_2|NIKFMFAN_02781
Group514: strain_1|MBOGGBJL_00510 strain_2|NIKFMFAN_02782
Group515: strain_1|MBOGGBJL_00511 strain_2|NIKFMFAN_02783
Group516: strain_1|MBOGGBJL_00512 strain_2|NIKFMFAN_02784
Group517: strain_1|MBOGGBJL_00513 strain_2|NIKFMFAN_02785
Group518: strain_1|MBOGGBJL_00514 strain_2|NIKFMFAN_02786
Group519: strain_1|MBOGGBJL_00515 strain_2|NIKFMFAN_02787
Group520: strain_1|MBOGGBJL_00516 strain_2|NIKFMFAN_02788
Group521: strain_1|MBOGGBJL_00517 strain_2|NIKFMFAN_02789
Group522: strain_1|MBOGGBJL_00518 strain_2|NIKFMFAN_02790
Group523: strain_1|MBOGGBJL_00519 strain_2|NIKFMFAN_02791
Group524: strain_1|MBOGGBJL_00520 strain_2|NIKFMFAN_02792
Group525: strain_1|MBOGGBJL_00521 strain_2|NIKFMFAN_02793
Group526: strain_1|MBOGGBJL_00522 strain_2|NIKFMFAN_02794
Group527: strain_1|MBOGGBJL_00523 strain_2|NIKFMFAN_02795
Group528: strain_1|MBOGGBJL_00524 strain_2|NIKFMFAN_02796
Group529: strain_1|MBOGGBJL_00525 strain_2|NIKFMFAN_02797
Group530: strain_1|MBOGGBJL_00526 strain_2|NIKFMFAN_02798
Group531: strain_1|MBOGGBJL_00527 strain_2|NIKFMFAN_02799
Group532: strain_1|MBOGGBJL_00528 strain_2|NIKFMFAN_02800
Group533: strain_1|MBOGGBJL_00529 strain_2|NIKFMFAN_02801
Group534: strain_1|MBOGGBJL_00530 strain_2|NIKFMFAN_02802
Group535: strain_1|MBOGGBJL_00531 strain_2|NIKFMFAN_02803
Group536: strain_1|MBOGGBJL_00532 strain_2|NIKFMFAN_02804
Group537: strain_1|MBOGGBJL_00533 strain_2|NIKFMFAN_02805
Group538: strain_1|MBOGGBJL_00534 strain_2|NIKFMFAN_02806
Group539: strain_1|MBOGGBJL_00535 strain_2|NIKFMFAN_02807
Group540: strain_1|MBOGGBJL_00536 strain_2|NIKFMFAN_02808
Group541: strain_1|MBOGGBJL_00537 strain_2|NIKFMFAN_02809
Group542: strain_1|MBOGGBJL_00538 strain_2|NIKFMFAN_02810
Group543: strain_1|MBOGGBJL_00539 strain_2|NIKFMFAN_02811
Group544: strain_1|MBOGGBJL_00540 strain_2|NIKFMFAN_02812
Group545: strain_1|MBOGGBJL_00541 strain_2|NIKFMFAN_02813
Group546: strain_1|MBOGGBJL_00542 strain_2|NIKFMFAN_02814
Group547: strain_1|MBOGGBJL_00543 strain_2|NIKFMFAN_02815
Group548: strain_1|MBOGGBJL_00544 strain_2|NIKFMFAN_02816
Group549: strain_1|MBOGGBJL_00545 strain_2|NIKFMFAN_02817
Group550: strain_1|MBOGGBJL_00546 strain_2|NIKFMFAN_02818
Group551: strain_1|MBOGGBJL_00548 strain_2|NIKFMFAN_02820
Group552: strain_1|MBOGGBJL_00549 strain_2|NIKFMFAN_02821
Group553: strain_1|MBOGGBJL_00550 strain_2|NIKFMFAN_02822
Group554: strain_1|MBOGGBJL_00551 strain_2|NIKFMFAN_02823
Group555: strain_1|MBOGGBJL_00552 strain_2|NIKFMFAN_02826
Group556: strain_1|MBOGGBJL_00553 strain_2|NIKFMFAN_02827
Group557: strain_1|MBOGGBJL_00554 strain_2|NIKFMFAN_02828
Group558: strain_1|MBOGGBJL_00555 strain_2|NIKFMFAN_02829
Group559: strain_1|MBOGGBJL_00556 strain_2|NIKFMFAN_02830
Group560: strain_1|MBOGGBJL_00557 strain_2|NIKFMFAN_02831
Group561: strain_1|MBOGGBJL_00558 strain_2|NIKFMFAN_02832
Group562: strain_1|MBOGGBJL_00560 strain_2|NIKFMFAN_02834
Group563: strain_1|MBOGGBJL_00561 strain_2|NIKFMFAN_02835
Group564: strain_1|MBOGGBJL_00562 strain_2|NIKFMFAN_02836
Group565: strain_1|MBOGGBJL_00563 strain_2|NIKFMFAN_02837
Group566: strain_1|MBOGGBJL_00564 strain_2|NIKFMFAN_02838
Group567: strain_1|MBOGGBJL_00565 strain_2|NIKFMFAN_02839
Group568: strain_1|MBOGGBJL_00566 strain_2|NIKFMFAN_02840
Group569: strain_1|MBOGGBJL_00567 strain_2|NIKFMFAN_02841
Group570: strain_1|MBOGGBJL_00568 strain_2|NIKFMFAN_02842
Group571: strain_1|MBOGGBJL_00569 strain_2|NIKFMFAN_02843
Group572: strain_1|MBOGGBJL_00570 strain_2|NIKFMFAN_02844
Group573: strain_1|MBOGGBJL_00571 strain_2|NIKFMFAN_02845
Group574: strain_1|MBOGGBJL_00572 strain_2|NIKFMFAN_02846
Group575: strain_1|MBOGGBJL_00573 strain_2|NIKFMFAN_02847
Group576: strain_1|MBOGGBJL_00574 strain_2|NIKFMFAN_02848
Group577: strain_1|MBOGGBJL_00575 strain_2|NIKFMFAN_02849
Group578: strain_1|MBOGGBJL_00591 strain_2|NIKFMFAN_03943
Group579: strain_1|MBOGGBJL_00592 strain_2|NIKFMFAN_03942
Group580: strain_1|MBOGGBJL_00593 strain_2|NIKFMFAN_03941
Group581: strain_1|MBOGGBJL_00594 strain_2|NIKFMFAN_03940
Group582: strain_1|MBOGGBJL_00596 strain_2|NIKFMFAN_03938
Group583: strain_1|MBOGGBJL_00597 strain_2|NIKFMFAN_03937
Group584: strain_1|MBOGGBJL_00599 strain_2|NIKFMFAN_03935
Group585: strain_1|MBOGGBJL_00600 strain_2|NIKFMFAN_03934
Group586: strain_1|MBOGGBJL_00601 strain_2|NIKFMFAN_03933
Group587: strain_1|MBOGGBJL_00602 strain_2|NIKFMFAN_03932
Group588: strain_1|MBOGGBJL_00603 strain_2|NIKFMFAN_03931
Group589: strain_1|MBOGGBJL_00604 strain_2|NIKFMFAN_03930
Group590: strain_1|MBOGGBJL_00605 strain_2|NIKFMFAN_03929
Group591: strain_1|MBOGGBJL_00607 strain_2|NIKFMFAN_03927
Group592: strain_1|MBOGGBJL_00608 strain_2|NIKFMFAN_03926
Group593: strain_1|MBOGGBJL_00609 strain_2|NIKFMFAN_04102
Group594: strain_1|MBOGGBJL_00613 strain_2|NIKFMFAN_00406
Group595: strain_1|MBOGGBJL_00614 strain_2|NIKFMFAN_02128
Group596: strain_1|MBOGGBJL_00615 strain_2|NIKFMFAN_02127
Group597: strain_1|MBOGGBJL_00616 strain_2|NIKFMFAN_02126
Group598: strain_1|MBOGGBJL_00617 strain_2|NIKFMFAN_02125
Group599: strain_1|MBOGGBJL_00618 strain_2|NIKFMFAN_02124
Group600: strain_1|MBOGGBJL_00619 strain_2|NIKFMFAN_02123
Group601: strain_1|MBOGGBJL_00620 strain_2|NIKFMFAN_02122
Group602: strain_1|MBOGGBJL_00621 strain_2|NIKFMFAN_02121
Group603: strain_1|MBOGGBJL_00622 strain_2|NIKFMFAN_02120
Group604: strain_1|MBOGGBJL_00623 strain_2|NIKFMFAN_02119
Group605: strain_1|MBOGGBJL_00624 strain_2|NIKFMFAN_02118
Group606: strain_1|MBOGGBJL_00625 strain_2|NIKFMFAN_02117
Group607: strain_1|MBOGGBJL_00626 strain_2|NIKFMFAN_02116
Group608: strain_1|MBOGGBJL_00627 strain_2|NIKFMFAN_02115
Group609: strain_1|MBOGGBJL_00628 strain_2|NIKFMFAN_02114
Group610: strain_1|MBOGGBJL_00629 strain_2|NIKFMFAN_02113
Group611: strain_1|MBOGGBJL_00630 strain_2|NIKFMFAN_02112
Group612: strain_1|MBOGGBJL_00631 strain_2|NIKFMFAN_02111
Group613: strain_1|MBOGGBJL_00632 strain_2|NIKFMFAN_02110
Group614: strain_1|MBOGGBJL_00633 strain_2|NIKFMFAN_02109
Group615: strain_1|MBOGGBJL_00634 strain_2|NIKFMFAN_02108
Group616: strain_1|MBOGGBJL_00635 strain_2|NIKFMFAN_02107
Group617: strain_1|MBOGGBJL_00636 strain_2|NIKFMFAN_02106
Group618: strain_1|MBOGGBJL_00637 strain_2|NIKFMFAN_02105
Group619: strain_1|MBOGGBJL_00638 strain_2|NIKFMFAN_02104
Group620: strain_1|MBOGGBJL_00639 strain_2|NIKFMFAN_02103
Group621: strain_1|MBOGGBJL_00640 strain_2|NIKFMFAN_02102
Group622: strain_1|MBOGGBJL_00641 strain_2|NIKFMFAN_02101
Group623: strain_1|MBOGGBJL_00642 strain_2|NIKFMFAN_02098
Group624: strain_1|MBOGGBJL_00643 strain_2|NIKFMFAN_02097
Group625: strain_1|MBOGGBJL_00644 strain_2|NIKFMFAN_02096
Group626: strain_1|MBOGGBJL_00646 strain_2|NIKFMFAN_02094
Group627: strain_1|MBOGGBJL_00647 strain_2|NIKFMFAN_02093
Group628: strain_1|MBOGGBJL_00648 strain_2|NIKFMFAN_02092
Group629: strain_1|MBOGGBJL_00649 strain_2|NIKFMFAN_02091
Group630: strain_1|MBOGGBJL_00650 strain_2|NIKFMFAN_02090
Group631: strain_1|MBOGGBJL_00651 strain_2|NIKFMFAN_02089
Group632: strain_1|MBOGGBJL_00652 strain_2|NIKFMFAN_02088
Group633: strain_1|MBOGGBJL_00653 strain_2|NIKFMFAN_02087
Group634: strain_1|MBOGGBJL_00654 strain_2|NIKFMFAN_02086
Group635: strain_1|MBOGGBJL_00655 strain_2|NIKFMFAN_02085
Group636: strain_1|MBOGGBJL_00656 strain_2|NIKFMFAN_02084
Group637: strain_1|MBOGGBJL_00658 strain_2|NIKFMFAN_02376
Group638: strain_1|MBOGGBJL_00659 strain_2|NIKFMFAN_02377
Group639: strain_1|MBOGGBJL_00660 strain_2|NIKFMFAN_02378
Group640: strain_1|MBOGGBJL_00661 strain_2|NIKFMFAN_02379
Group641: strain_1|MBOGGBJL_00662 strain_2|NIKFMFAN_02380
Group642: strain_1|MBOGGBJL_00663 strain_2|NIKFMFAN_02381
Group643: strain_1|MBOGGBJL_00664 strain_2|NIKFMFAN_02382
Group644: strain_1|MBOGGBJL_00665 strain_2|NIKFMFAN_02383
Group645: strain_1|MBOGGBJL_00666 strain_2|NIKFMFAN_02384
Group646: strain_1|MBOGGBJL_00667 strain_2|NIKFMFAN_02385
Group647: strain_1|MBOGGBJL_00668 strain_2|NIKFMFAN_02386
Group648: strain_1|MBOGGBJL_00669 strain_2|NIKFMFAN_02387
